+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                         ;
+-------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; \dsp_array:70:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:70:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:70:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:69:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:69:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:69:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:68:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:68:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:68:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:67:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:67:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:67:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:66:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:66:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:66:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:65:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:65:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:65:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:64:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:64:single_dsp|dsp_inst                                             ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:64:single_dsp                                                      ; 53    ; 24             ; 0            ; 24             ; 49     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \dsp_array:63:single_dsp|dsp_inst|altera_mult_add_component|auto_generated    ; 53    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
